user_id,comp_id,value
1135029523.14772,228,1
1135029523.14772,248,1
1135029523.14772,2578,1
1135029523.14772,327579,1
1135029523.14772,390,1
1135029523.14772,483,1
1135029523.14772,43,1
1135302921.15061,2315,1
1135302921.15061,354,1
1135354542.15071,114,1
1135399285.15068,137,1
1135399285.15068,142,1
1135399285.15068,37,1
1135399285.15068,74,1
1135399285.15068,91,1
1136781369.15067,1,1
1136781369.15067,153350,1
1136968615.15063,114,1
11371804.1506949,298,1
11371804.1506949,200976,1
1137296549.15019,12050,1
1137296549.15019,267694,1
1138468309.15012,70,1
1138468309.15012,351,1
1138526996.1507,227,1
1138526996.1507,30,1
1138958262.15071,273,1
1138958262.15071,298,1
1138958262.15071,43,1
1139325227.15042,117,1
1139325227.15042,37261,1
1139326817.15065,49,1
1139962797.1507,145,1
1141673095.15066,12032,1
1141673095.15066,92,1
114182485.150659,12477,1
1141934525.15063,42,1
1141934525.15063,43,1
1142056175.15069,24650,1
1142370859.15067,2578,1
1142963343.15072,142,1
1142963343.15072,228,1
1142963343.15072,252,1
1142963343.15072,70,1
1142963343.15072,91,1
1143017070.15053,12203,1
1143017070.15053,296,1
1144391243.15024,114,1
1144391243.15024,77,1
1144518557.15066,39,1
1144815489.15067,42,1
1144935417.15069,11946,1
1144935417.15069,226380,1
1144935417.15069,228,1
1145766080.15065,49,1
1146747591.15071,43,1
1146747591.15071,95,1
1147070273.15055,37273,1
1147070273.15055,545,1
1147541581.15071,298,1
1147541581.15071,42,1
1147990089.1507,114,1
1147990089.1507,44,1
1147990089.1507,77,1
1148560858.1507,1,1
1149295871.15067,291177,1
1149295871.15067,42,1
1149429651.15072,42,1
1149737253.15063,47,1
1151052088.15065,60,1
1151961601.15033,12455,1
1151961601.15033,72,1
1152431313.1507,12251,1
1152431313.1507,354,1
1152431313.1507,37,1
1152431313.1507,89,1
115353377.15066,95,1
115353377.15066,44,1
1153903228.15068,273,1
1153903228.15068,114,1
1153903228.15068,42,1
1153903228.15068,77,1
1155033574.15069,167,1
1155371238.15071,44,1
1155371238.15071,116,1
1155837554.15047,12046,1
1155837554.15047,2560,1
1156565513.1507,6596,1
1156565513.1507,37291,1
1156769184.15067,2228,1
1156769184.15067,247883,1
1157108628.15071,42,1
1157108628.15071,351,1
1157108628.15071,44,1
115739421.150711,2560,1
115739421.150711,201265,1
115739421.150711,3921,1
1158399104.15066,134,1
1158399104.15066,137,1
1158399104.15066,215,1
1159270257.15068,48,1
1159270257.15068,288712,1
1159270257.15068,290397,1
1159630367.15071,351,1
1159630367.15071,41,1
1159630367.15071,45,1
1160443350.15057,695,1
1160443350.15057,50,1
1160893542.15067,2266,1
1160893542.15067,70,1
1161228249.15067,42,1
1161228249.15067,525,1
1161249429.15068,617,1
1162253041.15045,12046,1
1162253041.15045,273,1
1163271391.15069,351,1
1163271391.15069,42,1
1163784063.15072,283508,1
1163784063.15072,5383,1
1163784063.15072,378,1
1163905645.15065,15758,1
1163905645.15065,2543,1
1164402343.15065,8918,1
1165338691.15065,114,1
1165338691.15065,2303,1
1165338691.15065,55,1
1165525350.15066,285042,1
1165525350.15066,318984,1
1166026325.15069,2537,1
1166026325.15069,50,1
1166040044.15067,114,1
1166040044.15067,41,1
116700794.150671,2331,1
1167321520.15069,114,1
1167321520.15069,273,1
1167606012.15068,5303,1
1167606012.15068,89,1
1168866200.15065,12257,1
1168866200.15065,15756,1
1168866200.15065,2269,1
1169131774.15067,1,1
1169131774.15067,12258,1
1169131774.15067,288902,1
1169131774.15067,297059,1
1169259392.15069,41,1
1169259392.15069,42,1
1169576808.15066,228,1
1170180488.15069,41,1
1170180488.15069,44,1
1170180488.15069,92,1
1170976301.1503,183,1
1170976301.1503,2266,1
1171223575.15069,41,1
1171223575.15069,42,1
1171838951.1507,3811,1
1171838951.1507,382,1
1171937662.1507,134,1
1171937662.1507,114,1
1172867469.15068,134,1
1172867469.15068,351,1
1173166789.15016,617,1
1174039115.15053,144,1
1174039115.15053,201010,1
1174830598.15068,2976,1
1174830598.15068,300622,1
1174830598.15068,329325,1
1174841208.14847,2303,1
1174841208.14847,2326,1
1174853047.1507,136,1
1174853047.1507,273,1
1175310448.1507,114,1
1175310448.1507,152808,1
1175310448.1507,300,1
1175352355.15071,44,1
1175352355.15071,77,1
1175352355.15071,95,1
1176430336.1507,2264,1
1176430336.1507,22893,1
1176430336.1507,350,1
117646963.150438,153476,1
117646963.150438,4612,1
1176483840.15068,114,1
1176483840.15068,42,1
1176550084.15046,39,1
1176744999.15068,152677,1
1177174713.14838,39,1
1177561982.15071,49,1
1177781814.15067,11946,1
1177781814.15067,233565,1
1178533763.1507,351,1
1178533763.1507,42,1
1179393250.15068,14267,1
1179393250.15068,5621,1
1180296679.14913,273,1
1180470344.15071,114,1
1180470344.15071,515,1
1182107767.14999,2226,1
1182107767.14999,288712,1
1182222010.1507,114,1
1182222010.1507,273,1
1182222010.1507,77,1
1182435168.15068,134,1
1182435168.15068,8226,1
1184150203.15069,114,1
1184150203.15069,77,1
1184249762.1507,12705,1
1184249762.1507,137,1
1184249762.1507,257718,1
1184702511.15055,152591,1
1185516886.15066,137,1
1185516886.15066,42,1
1185516886.15066,44,1
1185560788.15064,12248,1
1185560788.15064,14359,1
1185560788.15064,14561,1
1185560788.15064,154053,1
1185560788.15064,155636,1
1185560788.15064,159410,1
1185560788.15064,159647,1
1185560788.15064,169744,1
1185560788.15064,18035,1
1185560788.15064,2321,1
1185560788.15064,2354,1
1185560788.15064,30618,1
1185560788.15064,3505,1
1185560788.15064,5204,1
1185560788.15064,5903,1
1185560788.15064,6316,1
1185601877.15072,6023,1
1185927163.15066,278,1
1185927163.15066,294541,1
1185927163.15066,99,1
1188408590.14961,4095,1
1188408590.14961,8917,1
1189265375.1507,12050,1
1189522305.15047,173243,1
1189522305.15047,49,1
1190628075.15067,114,1
1190628075.15067,273,1
1190734151.15067,39,1
1190915993.15069,114,1
1190915993.15069,562,1
119149412.150653,89,1
119149412.150653,91,1
1191895762.15068,136,1
1191895762.15068,44,1
1192058894.1507,2595,1
119222900.150657,154863,1
1192302692.15066,4722,1
1192302692.15066,308,1
1192921769.15067,116,1
1192921769.15067,298,1
1192921769.15067,351,1
1192921769.15067,42,1
1192921769.15067,44,1
1193035954.14873,15583,1
1193035954.14873,286218,1
1193035954.14873,291137,1
1194716213.15071,159,1
1194777920.15071,134,1
1194777920.15071,137,1
1194777920.15071,167,1
1194777920.15071,19156,1
1194777920.15071,201070,1
1194777920.15071,293916,1
1194777920.15071,36,1
1194777920.15071,41,1
1194777920.15071,562,1
1194777920.15071,70,1
1195077571.15068,43,1
1195077571.15068,44,1
1195077571.15068,508,1
1195230120.1507,2573,1
1195230120.1507,456,1
1195289827.1507,100,1
1196969145.15066,233,1
1196969145.15066,5175,1
1198729341.15067,22356,1
1198729341.15067,2499,1
1199125952.15065,156403,1
1199125952.15065,23190,1
1199125952.15065,23231,1
1199125952.15065,34629,1
1199484757.15067,41,1
1199637309.15068,1,1
1199637309.15068,134,1
1200417978.15071,4738,1
1200427104.15068,37,1
1200532887.1507,32,1
1200532887.1507,5785,1
1201562141.15069,37291,1
1201562141.15069,42,1
1201647235.15069,533,1
1201647235.15069,154947,1
1201727798.15068,42,1
1201727798.15068,562,1
1201727798.15068,77,1
1202195680.15032,64,1
1202195680.15032,82,1
1203509914.15069,114,1
1203509914.15069,273,1
1204042114.14988,42,1
1204042114.14988,43,1
120439004.150446,346,1
1204816143.15067,42,1
1204816143.15067,44,1
1206037277.1507,298630,1
1206037277.1507,422,1
12070646.1505555,155828,1
12070646.1505555,50,1
1208292262.15071,217230,1
1208292262.15071,238236,1
1208717708.15071,617,1
1209512124.15068,2567,1
1209512124.15068,300141,1
1209512124.15068,39,1
1209705097.15066,134,1
1209705097.15066,562,1
1210492157.15071,351,1
12105902.1506773,9563,1
1210771357.15059,137,1
1210771357.15059,43,1
1210802146.15016,12455,1
1210802146.15016,169,1
1210881048.14859,40,1
1210881048.14859,9918,1
1211101965.15071,114,1
1211101965.15071,77,1
1211160367.15068,44,1
1211160367.15068,70,1
1211568742.15067,15807,1
1211568742.15067,4475,1
1211901286.15071,273,1
1211901286.15071,42,1
1212586898.15066,142,1
1212586898.15066,2543,1
1212691489.1507,2326,1
1212691489.1507,114,1
1212691489.1507,298,1
1212691489.1507,42,1
1212691489.1507,525,1
1212691489.1507,76,1
1212691489.1507,77,1
1214502168.15046,45,1
1214502168.15046,8102,1
1214502168.15046,95,1
121611569.150454,265,1
121611569.150454,396,1
1216322424.15066,43,1
1216322424.15066,703,1
1216322424.15066,273,1
1216322424.15066,67,1
1216493913.15071,8427,1
1216493913.15071,3702,1
1216735382.15025,12059,1
1216735382.15025,146,1
1216735382.15025,273,1
1216735382.15025,351,1
1216735382.15025,41,1
1216735382.15025,44,1
1216735382.15025,562,1
1217905055.15053,706,1
1218846622.14993,290947,1
1218846622.14993,2249,1
1218990081.1478,2315,1
1219500689.15071,525,1
1219500689.15071,89,1
1219732999.15071,114,1
1219732999.15071,42,1
1219892107.15007,4964,1
1220059694.15065,286,1
1220059694.15065,707,1
1221951858.1507,45,1
1221951858.1507,95,1
1222091087.15068,142,1
1222091087.15068,167,1
1222091087.15068,562,1
1224040731.15066,290891,1
1224040731.15066,294193,1
1224151653.15065,49,1
1224505723.15068,1,1
1224505723.15068,320062,1
1224970188.15071,2309,1
1225188700.15071,441,1
1225188700.15071,95,1
1226129709.15067,244,1
1226129709.15067,356,1
1226481276.1507,116,1
1226481276.1507,298630,1
1226481276.1507,422,1
1226481276.1507,76,1
1226647758.15068,60,1
1227378193.15064,163664,1
1227378193.15064,309047,1
1227378193.15064,47,1
1227378193.15064,588,1
1227948549.15068,41,1
1227948549.15068,42,1
1227948549.15068,88,1
1228278376.15067,146,1
1228278376.15067,39,1
1228278376.15067,466,1
122890829.150685,283,1
1229281206.1507,73,1
1229746634.1507,45,1
1229746634.1507,82,1
1230988918.15066,12439,1
1230988918.15066,400,1
1230988918.15066,42,1
1231765910.15066,41,1
1231765910.15066,46,1
1232265836.15068,1,1
1232265836.15068,43,1
1233341022.15067,136,1
1233341022.15067,273,1
1233341022.15067,287055,1
1234998516.1507,2252,1
1234998516.1507,37,1
1235118188.15066,42,1
1235118188.15066,516,1
1235791833.15068,134,1
1235791833.15068,137,1
1235949660.14992,114,1
1235949660.14992,136,1
1235949660.14992,165,1
1235949660.14992,74,1
1237906349.15071,114,1
1237906349.15071,44,1
1238487671.15071,351,1
1238487671.15071,42,1
1238487671.15071,273,1
1238571375.15049,30,1
1238986042.15069,12149,1
1238986042.15069,142,1
1238986042.15069,167,1
1238986042.15069,295,1
1238986042.15069,356,1
1238986042.15069,4366,1
1238986042.15069,466,1
1238986042.15069,9383,1
1239260477.15071,4360,1
1239260477.15071,99,1
124076119.150712,153271,1
1241196186.15069,12568,1
1241196186.15069,283313,1
1241196186.15069,5292,1
1241320705.15066,508,1
1241612922.15066,12408,1
1241612922.15066,200911,1
1241612922.15066,298,1
1241612922.15066,42,1
1241612922.15066,44,1
1241612922.15066,70,1
1241612922.15066,2251,1
1241711908.15019,158,1
1241711908.15019,152631,1
1242128674.15071,1,1
1242128674.15071,89,1
1243379989.15067,114,1
1243379989.15067,28,1
1243379989.15067,45,1
1243817683.15071,281022,1
1243817683.15071,43,1
1243817683.15071,448,1
1244129655.15068,298,1
1244129655.15068,351,1
1244363528.15068,156461,1
1244363528.15068,2309,1
1244363528.15068,526,1
1245451518.15071,153171,1
1246076829.15043,47,1
1246076829.15043,6193,1
1246291432.1507,273,1
1246291432.1507,42,1
1246342847.15069,12263,1
1246342847.15069,177625,1
1246342847.15069,259523,1
1246342847.15069,706,1
1246372261.15068,273,1
1246372261.15068,42,1
1246372261.15068,44,1
1246442651.1507,142,1
1246442651.1507,70,1
1246696292.15067,144,1
1246696292.15067,41,1
1246696292.15067,42,1
1246696292.15067,562,1
1247385525.15016,45,1
1247385525.15016,114,1
1247385525.15016,30,1
1247468040.1507,307090,1
1247468040.1507,308360,1
1247905669.14994,238550,1
1247905669.14994,152562,1
1247905669.14994,152583,1
1247905669.14994,28,1
1247905669.14994,307641,1
1247905669.14994,45,1
1248130060.15067,273,1
1248130060.15067,42,1
1248130060.15067,351,1
1248338219.15068,441,1
1248338219.15068,483,1
1248338219.15068,515,1
1249059903.15068,152591,1
1249059903.15068,230606,1
1249059903.15068,235,1
1249059903.15068,694,1
1249769333.15069,41,1
1249769333.15069,42,1
1250269622.15012,39,1
1251097617.15066,273,1
1251097617.15066,298,1
1252707057.15068,155643,1
1252707057.15068,5556,1
1252747355.1507,124,1
1252747355.1507,351,1
1252747355.1507,368,1
1252747355.1507,42,1
1253007735.15055,39,1
1253139532.15068,37,1
1253474125.1507,136,1
1253474125.1507,37291,1
1254172484.15069,142,1
1254172484.15069,167,1
1254172484.15069,2244,1
1254172484.15069,308,1
1254172484.15069,391,1
1254172484.15069,508,1
1254840553.1507,42,1
1254840553.1507,77,1
1254894939.15065,161719,1
1254894939.15065,181,1
1254920639.15068,134,1
1254920639.15068,137,1
1254920639.15068,167,1
1254920639.15068,42,1
1254920639.15068,88,1
1255724728.15068,28,1
1255724728.15068,562,1
1255756495.15068,42,1
1255756495.15068,95,1
